Measurement,15-Jan,15-Feb,15-Mar,15-Apr,15-May,15-Jun,15-Jul,15-Aug,15-Sep,15-Oct,15-Nov,15-Dec
Larcenies,47,42,47,32,36,40,54,47,42,47,,
