Measurement,Jan-09,Feb-09,Mar-09,Apr-09,May-09,Jun-09,Jul-09,Aug-09,Sep-09,Oct-09,Nov-09,Dec-09,Jan-10,Feb-10,Mar-10,Apr-10,May-10,Jun-10,Jul-10,Aug-10,Sep-10,Oct-10,Nov-10,Dec-10,Jan-11,Feb-11,Mar-11,Apr-11,May-11,Jun-11,Jul-11,Aug-11,Sep-11,Oct-11,Nov-11,Dec-11,Jan-12,Feb-12,Mar-12,Apr-12,May-12,Jun-12,Jul-12,Aug-12,Sep-12,Oct-12,Nov-12,Dec-12,Jan-13,Feb-13,Mar-13,Apr-13,May-13,Jun-13,Jul-13,Aug-13,Sep-13,Oct-13,Nov-13,Dec-13,Jan-14,Feb-14,Mar-14,Apr-14,May-14,Jun-14,Jul-14,Aug-14,Sep-14,Oct-14,Nov-14,Dec-14,Jan-15,Feb-15,Mar-15,Apr-15,May-15,Jun-15,Jul-15,Aug-15,Sep-15,Oct-15,Nov-15,Dec-15
Directed patrols,774,695,1715,1860,1471,1394,1079,1247,1231,1369,1384,1624,1820,1382,1624,1720,2099,1682,1725,1510,1738,1610,1368,1275,1196,803,1546,1289,1348,1483,1613,1695,1365,1354,1234,1199,1338,2420,1645,1101,1184,1103,1427,1272,1038,1236,1024,1358,1240,881,884,829,850,873,1106,997,566,879,715,774,658,423,598,728,877,989,957,1074,423,598,728,877,989,957,1074,423,598,728,877,989,957,1074,,
